"FF","SOLICITA","AGENCIA","CODIGO PIS","TERMINAL","PLACAS PIS","FECHA PIS","HORARIO","TIPO Y PESO","CONTENEDOR","PEDIMENTO","CLIENTE","ORIGEN","DESTINO","ASIGNACION DE OPERADOR // STATUS","UNIDAD","FOLIO","VACIO/PATIO","STATUS / VACIO","FECHA DE ENTREGA MERCANCIA","Nº Factura","CCP","","","","","","","","","","","","","","",""
"","LAURA CRUZ - REAL SHIPPING","GAMAS TRADE","4414600","CONTECON","38AV7C","09/07/2025","16:00","40 HC / 5849.26 KG","CAAU6253026 / REF: S00019278","25-16-3711-5001715","DSV","MANZANILLO","MEXICO","OSCAR ZUÑIGA","88BK5H / 31UW5K","O - 1851","14 JULIO - SLTC - 14 JULIO","ENTREGADO","11/07/2025","SEF 152","SEF DD 47 / SEF CCP 96","SIN REPARTO","","","","","","","","","","","","","",""
"","ALBERTO -  LOGISTIC PLUS","GAMAS TRADE","1127303","TAP","07AX1Y","09/07/2025","8:00","1 CAJA / 1150 KG","CARGA SUELTA / REF: S00587975","25-16-3711-5054724","ROGERS FOAM MEXICO","MANZANILLO","NUEVO LEON","JOSE","07AX1Y","N -1852","-------","QUEMADA","--------","QUEMADA","DD 796","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","-----","MDM","38AV7C","09/07/2025","12:00","40 HC / 26 TON","FFAU5173640","25-16-3879-5004627","A DE COCO","MANZANILLO","GUADALAJARA ALM","RAMON RUVALCABA","64AK5A / 75UT5W","T - 1853","10 JULIO - CIMA - 11 JULIO","ENTREGADO","10/07/2025","S 1483","CP 779","","","","","","","","","","","","","","",""
"","LAURA CRUZ - REAL SHIPPING","GAMAS TRADE","5197572","OCUPA","06BF7E","10/07/2025","17:00","40 HC / 6442 KG","TLLU8854548 / REF: S00019160  / S00590821 CI","25-16-3711-5001594 / 5001594 -1","DSV","MANZANILLO","MEXICO","ANTONIO ZUÑIGA","06BF7E / 74UT5W","A - 1854 ","14 JULIO - OCUPA - 14 JULIO","ENTREGADO","11/07/2025","SEF 153","SEF DD 46","SIN REPARTO ","","","","","","","","","","","","","",""
"","FLX LOGISTIC - DANIEL MESTA","ALIANZA ESTRATEGICA","688361RF","SSA","19BD1B","11/07/2025","8:00","40 HC - 4000 KG / 4000 KG","INKU6275692 / MSKU0452496 / REF: FLX-00174-2025","25-16-1641-5005892","RADIADORES FRONTERA","MANZANILLO","CHIHUAHUA","PABLO ESTRADA","19BD1B /  81UY2G, 10UL5N","I - 1855 - 2","16 JULIO - CIMA COLOMOS - 16 JULIO","ENTREGADO","14/07/2025","S 1485","DD 794 / CCP 781","PENDIENTE ENVIAR HASTA TENER MN VACIO","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","753837V","TIMSA","38AV7C","11/07/2025","5:00","40 RF / 26 TON","EMCU5655630","25-16-3879-5004590","A DE COCO","MANZANILLO","GUADALAJARA FRI","JOSE","38AV7C / 30UW5K","N - 1856","11 JULIO - CIMA - 14 JULIO","ENTREGADO","11/07/2025","S 1484","DD 797","","","","","","","","","","","","","","",""
"","YOKONDA","-----","----","EXPO","21AX4Y","12/07/2025","----","40 HC / 14000 KG","ONEU1768113 / SELLO LAAD24470","EXPORTACION / REF: S00599461","XEROX","MEXICO","MANZANILLO","ANTONIO PRECIADO","21AX4Y / 75UT5W","E - 1857","............","ENTREGADO","16/07/2025","S 1487","DD 799","","","","","","","","","","","","","","",""
"","ALBERTO -  LOGISTIC PLUS","GAMAS TRADE","1129870","TAP","28BH7B","12/07/2025","9:00","1 CAJA / 1150 KG","CARGA SUELTA / REF: S00587975","25-16-3711-5054724","ROGERS FOAM MEXICO","MANZANILLO","NUEVO LEON","---------","-----","N -1852","............","-------------","---","QUEMADA","DD 796","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","","","","NA8906D","11/07/2025","16:00","20 FT / 1,580 KG","MRKU9751161 / REF S00019596","25-51-3624-5318434	","YAZAKI","LAZARO C","DURANGO","RAMON RUVALCABA","64AK5A / 59UP9N","R - LCR 133","14 JULIO - APM - 16 JULIO","ENTREGADO","14/07/2025","SEF 154","SEF DD 48 / SEF CCP 98","","","","","","","","","","","","","","",""
"","ALBERTO -  LOGISTIC PLUS","GAMAS TRADE","1129870-A","TAP","28BH7B","15/07/2025","9:00","1 CAJA / 1150 KG","CARGA SUELTA / REF: S00587975","25-16-3711-5054724","ROGERS FOAM MEXICO","MANZANILLO","NUEVO LEON","JOSE ZUÑIGA","07AX1Y","N -1852","............","ENTREGADO","17/07/2025","S 1488","DD 796","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","754523V","TIMSA","","15/07/2025","6:00","40 HC / 26 TON","EITU1294855 ","25-16-3879-5004406","A DE COCO","MANZANILLO","TECOMAN","OSCAR ZUÑIGA","88BK5H / 30UW5K","R-1858","15 JULIO - CIMA - 16 JULIO","ENTREGADO","15/07/2025","S 1486","DD 798","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","5212408","OCUPA","38AV7C","16/07/2025","13:00","20 DC / 19663 KG","PIDU2005112","25-16-3957-5001755","MOLDEADOS A H M","MANZANILLO","MEXICO","ANTONIO PRECIADO","21AX4Y / 31UW5K","A - 1861","21 JULIO - IMPALA - 23 JULIO ","ENTREGADO","21/07/2025","S 1489","DD 800 / CCP 783","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","5212411","OCUPA","06BF7E","16/07/2025","14:00","20 DC - 20,355 KG / 18265 KG","PIDU2002598 ","25-16-3957-5001130","MOLDEADOS A H M","MANZANILLO","MEXICO","ANTONIO ZUÑIGA","06BF7E / 31US5W, 43UY2G","F - 1859 - 1","18 JULIO - IMPALA - 19 JULIO","ENTREGADO","18/07/2025","S 1490","DD 801","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","5212411","OCUPA","","","","","PIDU2007624","","MOLDEADOS A H M","MANZANILLO","MEXICO","ANTONIO ZUÑIGA","06BF7E / 31US5W, 43UY2G","F - 1859 - 2","18 JULIO - IMPALA - 19 JULIO","ENTREGADO","17/07/2025","S 1491 / S 1492","DD 801","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","----","BOD. REAL S","64AK5A","16/07/2025","17:00","8168.580 KG","CARGA SUELTA","REF: W00000381","YAZAKI","LAZARO C","SILAO","RAMON RUVALCABA","64AK5A / 95UX4D","B - LCR - 135","------","ENTREGADO","17/07/2025","SEF 156","SEF CCP 101 / 102","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","----","BOD. REAL S","52BG9A","17/07/2025","..","1258 KG","CARGA SUELTA","REF: W00000383","YAZAKI","LAZARO C","CD HIDALGO","DAGOBERTO","52BG9A","A - LCR - 134","------","ENTREGADO","19/07/2025","SEF 157","SEF CCP 104","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","----","HPH","59BF5E","17/07/2025","--","2 PALLETS / 120 KG","CARGA SUELTA / REF: S00019635","25-51-3624-5318439/ 3624-5318436","YAZAKI","LAZARO C","DURANGO","ROBERTO ","59BF5E","CTA TERCEROS A - LCR  - 136","------","ENTREGADO","18/07/2025","SEF 158","SEF DD 49 / SEF CCP 99","","","","","","","","","","","","","","",""
"","YOKONDA","......","....","APM","88BK5H","17/07/2025","9:00","40 HC / 11780 KG","HASU4124310 / REF S00589264","25-51-3933-5001244","KARCHER","LAZARO C","MONTERREY","OSCAR ZUÑIGA","88BK5H / 16UP6N","C - LCR - 137","21 JULIO - APM - 22 JULIO","ENTREGADO","19/07/2025","S 1493","DD 802 / CCP 782","1 estadia","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","LOCAL","---","","52BG9A","17/07/2025","","2 PALLETS / 850 KG","CARGA SUELTA","REF: W00000380","YAZAKI","LAZARO C","LAZARO C","DAGOBERTO","52BG9A","O - LCR - 138","------","ENTREGADO","17/07/2025","SEF 155","","","","","","","","","","","","","","","",""
"","REAL SHIPPING - MONI","","3748097","TIMSA","30BA6K","17/07/2025","6:00","50 CARTONES / 765 KG","CARGA SUELTA","25-16-3178-5005920","SEOYON","MANZANILLO","MONTERREY","DOLORES ZUÑIGA","30BA6K","R - 1860",".........","ENTREGADO","18/07/2025","SEF 159","SEF DD 50 / SEF CCP 100 /103","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","","","APM"," GX-7630-H ","17/07/2025","15:00","40 HC / 6,332 KG","MRKU6343103 / REF: S00019665","25-51-3624-5318439	","YAZAKI","LAZARO C","DURANGO","RAMON RUVALCABA","64AK5A / 16UP6N","N - LCR - 139","21 JULIO - APM - 22 JULIO","ENTREGADO","19/07/2025","SEF 160 / 161","SEF DD 51","PERNOCTA / PEND ENTREGA","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","755286V","TIMSA","38AV7C","19/07/2025","10:00","20 DC / 18 TON","PCIU1462699","25-16-3879-5004417","A DE COCO","MANZANILLO","TECOMAN","FERNANDO MEZA","88BK5H /  74UT5W","A - 1863","22 JULIO - IMPALA - 24 JULIO ","ENTREGADO","22/07/2025","S 1495","DD 803","MN VACIOS","","","","","","","","","","","","","",""
"","YOKONDA","WELLDEX","5218345","OCUPA","19BD1B","19/07/2025","14:00","40 HC -  7,971.600 KG / 7,971.600 KG","FFAU1020299 / GCXU5887631 REF: S00597369 / TCS3ZP62625","25-16-3200-5015814","PLASTICOS Y RECICLADOS","MANZANILLO","EDOMEX","PABLO ESTRADA","19BD1B / 10UL5N, 81UY2G","C - 1864","22 JULIO - OCUPA - 23 JULIO","ENTREGADO","21/07/2025","S 1494","DD 805","MN VACIOS","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ",".........","........","ACCESA","07AX1Y","19/07/2025","8:30","17 PALLETS / 6092 KG","CARGA SUELTA ","REF:  S00019686","YAZAKI","MANZANILLO","SILAO","JOSE ZUÑIGA","07AX1Y","O - 1865","------","ENTREGADO","21/07/2025","SEF 162","SEF CCP 107","","","","","","","","","","","","","","",""
"","SKYLINE LOGISTIC","CARLOS TORRES","SC75943","HAZESA","30BA6K","21/07/2025","8:00","2 PALLETS / 676 KG","CARGA SUELTA / REF M252990","25-16-3010-5002990","TAURUS","MANZANILLO","QUERETARO","ROBERTO","30BA6K","B - 1862","........","ENTREGADO","22/07/2025","S 1496 / S 1509","DD 804","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4434728","CONTECON","38AV7C","21/07/2025","6:00","20 DC - 10926 / 10147 KG","OOCU0476765 / UETU2217194 REF: S00596182 / TCS9ZP66937","25-16-3910-5004426        ","RYDER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 75UT5W , 31US5W","N - 1866 - 2","23 JULIO - TIMSA - 24 JULIO","ENTREGADO","22/07/2025","S 1497","DD 808 / CCP 784","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4434706","CONTECON","06BF7E","21/07/2025","9:00","20 - DC 15121 / 14941 KG","CSLU1786160 / FCIU5057502 REF: S00599527 / TCS9ZP67444","25-16-3910-5004860","RYDER","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 30UW5K ,31UW5K","T - 1867 - 2","24 JULIO - TIMSA - 25 JULIO","ENTREGADO","22/07/2025","S 1498","DD 809 ","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4434740","CONTECON","88BK5H","21/07/2025","9:00","20 DC - 15230 / 14004 KG","TEMU0153155 / TGBU3009476 REF: S00599527 / TCS9ZP67444","25-16-3910 -5004861","RYDER","MANZANILLO","MONTERREY","ANTONIO PRECIADO","21AX4Y / 59UP9N , 43UY2G","E - 1871 -2","25 JULIO - TIMSA - 26 JULIO","ENTREGADO","24/07/2025 6 PM","S 1500","DD 810 / CCP 787","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4436147","CONTECON","88BK5H","21/07/2025","15:00","20 DC - 15176 / 14940 KG","TRHU2593877 / CSNU1681085 REF: TCS9ZP67192 / S00599523","25-16-3910-5005046","RYDER","MANZANILLO","MONTERREY","---------","-----","-----","VAN A REPROGRAMAR NO SALIO DODA","-------------","------","------","DD 811","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","------","MDM","25BH6B","21/07/2025","15:00","40 HC / 26 TON","TGBU7147576","25-16-3879-5004560","A DE COCO","MANZANILLO","GUADALAJARA ALM","JOSE DANIEL ANDRADE - LIMON","25BH6B","CTA TERCEROS A - 1868","22 JULIO - CIMA - 22 JULIO","ENTREGADO","22/07/2025","S 1499","N/A","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","2068987C","SSA","94AV6C","22/07/2025","9:30","20 DC / 15994 KG","TLLU2895642 REF: S00599528 / TCS9ZP66940","25-16-3910-5004858","RYDER","MANZANILLO","MONTERREY","FERNANDO MEZA","88BK5H / 74UT5W","I - 1869","24 JULIO - TIMSA - 25 JULIO","ENTREGADO","24/07/2024","S 1501","DD 807 / CCP 786","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","696594F","SSA","19BD1B","22/07/2025","14:00","20 DC - 15985 / 15962 KG","CSNU1525890 / CSNU2314762 REF: TCS9ZP66940 / S00599528","25-16-3910-5004857","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 10UL5N , 81UY2G","N - 1870 -2","24 JULIO - TIMSA - 26 JULIO","ENTREGADO","24/07/2025","S 1502","DD 806 / CCP 785","MN VACIO","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","6525656","CONTECON","59BH1B","23/07/2025","12:00","20 DC - 15176 / 14940 KG","TRHU2593877 / CSNU1681085 REF: TCS9ZP67192 / S00599523","25-16-3910-5005046","RYDER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 75UT5W, 31US5W","F - 1873 - 2","26 JULIO - TIMSA - 28 JULIO","ENTREGADO","25/07/2025 6 PM","S 1505","DD 811 / CCP 788","reprogramada","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","-----","MDM","93BF5E","23/07/2025","10:00","40 HC / 26 TN","GAOU6988563","25-16-3879-5004560","A DE COCO","MANZANILLO","GUADALAJARA ALM ","CRISTOBAL PIÑA -  LIMON","93BF5E","CTA TERCEROS R - 1872","24 JULIO - CIMA - 25 JULIO","ENTREGADO","24/07/2025","S 1503","N/A","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","---","MDM","59BH1B","24/07/2025","12:00","40 HC / 26 TON","TLLU8979400","25-16-3879-5004561","A DE COCO","MANZANILLO","GUADALAJARA TOCA","CRISTOBAL PIÑA -  LIMON","59BF5E","CTA TERCEROS R - 1874","25 JULIO - CIMA - 25 JULIO","ENTREGADO","25/07/2025","S 1504","no lleva folio, si cCP","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","---","APM VIP","GX7630H","24/07/2025","12:00","40 HC / 3553 KG","MRSU4342564 / REF: S00019731","25-51-3624-5318441","YAZAKI","LAZARO C","DURANGO","RAMON","88BK5H / 72UZ5L","T - LCR 140","28 JULIO - APM - 28 JULIO","ENTREGADO","26/07/2025","SEF 165","SEF DD 52 / SEF CCP 108","","","","","","","","","","","","","","",""
"","FLX LOGISTIC - DANIEL MESTA","SERGIO LUJAN Y CIA","4443985","CONTECON","06BF7E","25/07/2025","16:00","40 HC - 15836.020 KG / 15277.270 KG","TCLU9842395 / TGHU6340941","25-16-3287-5000247 / 5000248","TKR DE MEXICO","MANZANILLO","NUEVO LAREDO","ANTONIO ZUÑIGA","06BF7E / 10UL5N, 81UY2G","A - 1875 -2","30 JULIO - PTD LOGISTICS - 30 JULIO","ENTREGADO","28/07/2025","S 1510 / 1511","DD 812 / CCP 789","MV","","","","","","","","","","","","","",""
"","FLX LOGISTIC - DANIEL MESTA","SERGIO LUJAN Y CIA","4444000","CONTECON","--","25/07/2025","16:00","40 HC / 11105.960 KG","APHU7357737","25-16-3287-5000249","TKR DE MEXICO","MANZANILLO","NUEVO LAREDO","PISO PUERTO"," FALTA DOC","","","QUEMADA","31/07/2025","","DD 813","","","","","","","","","","","","","","",""
"","EUNICE - REAL SHIPPING","----","----","HPH","52BG9A","25/07/2025","13:00","6 PALLETS, 4 CARTONES / 2662.720 KG","CARGA SUELTA ","REF: W00000388","YAZAKI","LAZARO C","LAZARO C","JOSE","52BG9A","A - LCR 141","------ LOCAL ","QUEMADA","25/07/2025","SEF 163","","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","----","CONTECON","19BD1B","25/07/2025","14:00","40 GP - 18096.50 KG / 17894 KG","OOCU4884153 / CCLU5253488","25-16-3910-5004810 / 5004775","RYDER","MANZANILLO","MONTERREY","PISO PUERTO"," FALTA DOC","","","QUEMADA","27/07/2025","","DD 814","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","--","CONTECON","--","25/07/2025","14:00","20 DC / 13262 KG","CSLU1551335","25 16 3910 5003946","RYDER","MANZANILLO","MONTERREY","PISO PUERTO"," FALTA DOC","","","QUEMADA","27/07/2025","","DD 815","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","---","MDM","37BH7B","25/07/2025","14:00","40 HC / 26 TON","TXGU5643292","25-16-3879-5004561","A DE COCO","MANZANILLO","GUADALAJARA TOCA","CRISTOBAL PIÑA -  LIMON","93BF5E","CTA TERCEROS B - 1876","26 JULIO - CIMA - 27 JULIO","ENTREGADO","26/07/2025","S 1506","N/A","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----","----","BOD. REAL S","88BK5H","25/07/2025","17:00","14 PALLETS / 5763 KG","CARGA SUELTA","REF: W00000390","YAZAKI","LAZARO C","SILAO","RAMON RUVALCABA","88BK5H / 95UX4D","I - LCR 142","------","ENTREGADO","28/07/2025","SEF 166","SEF CCP 109","","","","","","","","","","","","","","",""
"","SKYLINE LOGISTIC","CARLOS TORRES","163184","MULTIMODAL","30BA6K","26/07/2025","10:00","1 PALLETS / 509 KG","CARGA SUELTA","25-16-3010-5002651","TAURUS","MANZANILLO","QUERETARO","ROBERTO","30BA6K","A - 1877","------","ENTREGADO","28/07/2025","S 1507","DD 816","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","4448186","CONTECON","37BH7B","26/07/2025","9:00","40 RF / 27970 KG","FBIU5016878","25-16-3879-5004565","A DE COCO","MANZANILLO","GUADALAJARA FRI","OMAR - RICARDO LIMON","37BH7B","CTA TERCEROS C - 1878","28 JULIO - CIMA - 30 JULIO","ENTREGADO","28/07/2025","S 1508","","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----","----","ACCESSA","07AX1Y","28/07/2025","9:00","9 PALLETS / 3746.13 KG","CARGA SUELTA","REF: S00019769","YAZAKI","MANZANILLO","SILAO","DAGOBERTO","07AX1Y","O - 1879","------","ENTREGADO","30/07/2025","SEF 167 / SEF 170","SEF CCP 110","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4443621#1","CONTECON","19BD1B","28/07/2025","14:00","40 DC - 18096.50 KG / 17894 KG","OOCU4884153 / CCLU5253488","25-16-3910-5004810 / 5004775","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K , 31UW5K","N - 1880 - 2","01 AGOSTO - CIMA - 01 AGOSTO","ENTREGADO","29/07/2025","S 1512","DD 814 / CCP 790","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","4443637#1","CONTECON","21AX4Y","28/07/2025","10:00","20 DC / 13262 KG","CSLU1551335","25 16 3910 5003946","RYDER","MANZANILLO","MONTERREY","ANTONIO PRECIADO","21AX4Y / 43UY2G","T - 1881 ","30 JULIO - TIMSA - 30 JULIO","ENTREGADO","29/07/2025","S 1513","DD 815 / CCP 791","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","----","MDM","38AV7C","28/07/2025","--","40 HC / 26 TON","CAAU6004110","25-16-3879-5004927","A DE COCO","MANZANILLO","GUADALAJARA TOCA","OSCAR ZUÑIGA","38AV7C / 75UT5W , 16UP6N","A - 1882 -1 ","29 JULIO - CIMA - 30 JULIO","ENTREGADO","29/07/2025","S 1514","CCP 792","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","----","MDM","38AV7C","28/07/2025","--","40 HC / 26 TON","TRHU6790025","25-16-3879-5004927","A DE COCO","MANZANILLO","GUADALAJARA TOCA","OSCAR ZUÑIGA","38AV7C / 75UT5W , 16UP6N","A - 1882 -2 ","29 JULIO - CIMA - 30 JULIO","ENTREGADO","29/07/2025","S 1515","CCP 792","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","4450389","CONTECON","48AC5L","29/07/2025","8:00","40 RF / 55620 KG","SZLU9478668 / OTPU6161765 REF: AZLO25003909 ","25-16-3879-5004546","A DE COCO","MANZANILLO","GUADALAJARA ALMER FRIGO","RAMON / FERNANDO MEZA","64AK5A , 59UP9N / 38AV7C , 74UT5W","F -  1887 - 1/ F - 1887 -2","01 AGOSTO - CIMA - 02 AGO  / 01 AGOSTO -CIMA - 04 AGOSTO","ENTREGADO","01-08- 2025 / 02-08- 2025","S 1523 /  S 1524","DD 817 / CCP 797","1 estadia /Burreo agregar estadia","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","4450432","CONTECON","88BK5H","29/07/2025","8:00","40 RF / 55620 KG","SEKU9359145 / OERU4801706 REF: AZLO25003908 ","25-16-3879-5004545","A DE COCO","MANZANILLO","GUADALAJARA ALMER FRIGO","ANTONIO PRECIADO / FERNANDO MEZA ","21AX4Y - 16UP6N / 38AV7C - 74UT5W","E - 1885 - 2 / E - 1885 - 1","31 JULIO - CIMA - 01 AGOSTO /30 JULIO -CIMA -  01 AGOSTO","ENTREGADO","31-08-2025/ 31-07-2025","S 1520 / S 1522","DD 818 / CCP 795 / CCP 793","Burreo","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","4450373","CONTECON"," FH2576A","29/07/2025","7:00","40 RF / 55620 KG","OERU4130830 /  SZLU9661600 REF: AZLO25003907 ","25-16-3879-5004544","A DE COCO","MANZANILLO","ARMERIA","VALENTIN -LIAN / FERNANDO MEZA","35BH9A /  38AV7C -59UP9N","CTA TERCEROS I - 1883 -1/ I - 1883 - 2","30 JULIO -CIMA - 30 JULIO / 30 JULIO - CIMA - 01 AGOSTO","ENTREGADO","30 -07 -2025 / 01-08-2025","S 1516-1521  /  S 1517","","Burreo","","","","","","","","","","","","","",""
"","FLX LOGISTIC - DANIEL MESTA","SERGIO LUJAN Y CIA","4444000#1","CONTECON","77AP5V","29/07/2025","7:00","40 HC / 11105.960 KG","APHU7357737","25-16-3287-5000249","TKR DE MEXICO","MANZANILLO","NUEVO LAREDO","OSCAR ZUÑIGA","88BK5H / 72UZ5L","N  - 1884","01 AGOSTO - PTD LOGISTICS - 01 AGOSTO","ENTREGADO","31/07/2025","S 1518 / S 1519","DD 813","Flete en Falso","","","","","","","","","","","","","",""
"","EUNICE - REAL SHIPPING","----","----","HPH","52BG9A","29/07/2025","---","6 PALLETS, 4 CARTONES / 2662.720 KG","CARGA SUELTA ","REF: S00019764","YAZAKI","LAZARO C","SILAO","JOSE","52BG9A","A - LCR 141","----","ENTREGADO","30/07/2025","SEF 169 / SEF 185","SEF CCP 111","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----","----","HPH","30BA6K","29/07/2025","---","1 PALLET / 31 KG","CARGA SUELTA / REF: S00019765","25-51-3624-5318443","YAZAKI","LAZARO C","DURANGO","ROBERTO","30BA6K","N - LCR 143","----","ENTREGADO","30/07/2025","SEF 168","SEF DD 53","","","","","","","","","","","","","","",""
"","YOKONDA","SEGROVE","705975F","SSA","15BE2Z","31/07/2025","10:00","20 DC - 13812 KG / 11862 KG","OOLU2943802 / CSLU1953653 REF: S00604013","25-16-3910-5005151","RYDER","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 43UY2G , 31US5W","R - 1886 -2","02 AGOSTO - TIMSA - 04 AGOSTO","ENTREGADO","01/08/2025","S 1525","DD 820","","","","","","","","","","","","","","",""
"","YOKONDA","MEJIA Y SUCESORES S.C","5238040","OCUPA","21AX4Y","01/08/2025","10:00","40 HC - 7996 KG / 8038 KG","SKHU6460877 QRO / GCXU6001413 HGO  REF: TCS9ZP67742","25-16-1786-5002438","WANZL MEXICO","MANZANILLO","QUERETARO / HIDALGO","JOSE ZUÑIGA","88BK5H / 16UP6N ","R - 1888 - 1 / O - 1893","05 AGOSTO-OCUPA -06 AGOSTO / 08 AGOSTO -OCUPA - 09 AGO","ENTREGADO","04-08-2025 QRO / 07-08-2025 HGO ","S 1526 / S 1530","DD 821 / CCP 798 / CCP 804","MV y MNA","","","","","","","","","","","","","",""
"","YOKONDA","MEJIA Y SUCESORES S.C","5238044","OCUPA","19BD1B","01/08/2025","10:00","40 HC - 8038 KG / 8038 KG","TEMU7228488 / SKHU9910284 REF: TCS9ZP67742","25-16-1786-5002438","WANZL MEXICO","MANZANILLO","HIDALGO","PABLO","19BD1B / 10UL5N , 81UY2G","A - 1889 - 2","05 AGOSTO - OCUPA - 06 AGOSTO","ENTREGADO","04/08/2025","S 1527","DD 822 / CCP 799","MV y MNA","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----","---","APM VIP","NH4064C","02/08/2025","4:00","20 HC / 3123 KG","MRSU0483841/ REF: S00019825","25-51-3624-5318443","YAZAKI","LAZARO C","DURANGO","ANTONIO PRECIADO","21AX4Y / 72UZ5L","E - LCR 144","04 AGOSTO - APM - 05 AGOSTO","ENTREGADO","03/08/2025","SEF 172","SEF DD 54","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","---","---","APM","34BK1E","02/08/2025","4:00","40 HC / 5968 KG","TCNU4303799","REF: W00000392 LOCAL","YAZAKI","LAZARO C","LAZARO C","ELADIO MEZA - RICARDO LZR","34BK1E","CTA TERCEROS R - LCR 145","04 AGOSTO - APM - 04 AGOSTO ","ENTREGADO","02/08/2025","SEF 171","SEF DD 55","","","","","","","","","","","","","","",""
